source, target, type, edgetype
cpd:C01424 ,cpd:C04434 ,irreversible, Reaction
cpd:C05616 ,cpd:C03671 ,irreversible, Reaction
cpd:C03671 ,cpd:C04434 ,irreversible, Reaction
cpd:C16281 ,cpd:C16283 ,irreversible, Reaction
cpd:C16283 ,cpd:C16285 ,irreversible, Reaction
cpd:C16273 ,cpd:C01144 ,irreversible, Reaction
cpd:C16272 ,cpd:C16273 ,irreversible, Reaction
cpd:C06206 ,cpd:C00180 ,irreversible, Reaction
cpd:C00877 ,cpd:C01144 ,irreversible, Reaction
cpd:C00180 ,cpd:C00156 ,irreversible, Reaction
cpd:C00156 ,cpd:C02949 ,irreversible, Reaction
cpd:C09814 ,cpd:C09815 ,irreversible, Reaction
cpd:C00146 ,cpd:C00156 ,irreversible, Reaction
cpd:C02949 ,cpd:C00512 ,irreversible, Reaction
cpd:C09814 ,cpd:C00180 ,irreversible, Reaction
cpd:C09815 ,cpd:C00180 ,irreversible, Reaction
cpd:C00180 ,cpd:C00512 ,irreversible, Reaction
cpd:C00261 ,cpd:C00180 ,irreversible, Reaction
cpd:C00633 ,cpd:C00156 ,irreversible, Reaction
cpd:C02137 ,cpd:C00261 ,irreversible, Reaction
cpd:C01984 ,cpd:C02137 ,irreversible, Reaction
cpd:C01984 ,cpd:C01983 ,reversible, Reaction
cpd:C03198 ,cpd:C03590 ,irreversible, Reaction
cpd:C03590 ,cpd:C00633 ,irreversible, Reaction
cpd:C10833 ,cpd:C05616 ,irreversible, Reaction
cpd:C05616 ,cpd:C01424 ,irreversible, Reaction
cpd:C00230 ,cpd:C04484 ,irreversible, Reaction
cpd:C18338 ,cpd:C06672 ,irreversible, Reaction
cpd:C05616 ,cpd:C18345 ,irreversible, Reaction
cpd:C18349 ,cpd:C18338 ,irreversible, Reaction
cpd:C18348 ,cpd:C18349 ,irreversible, Reaction
cpd:C18347 ,cpd:C18348 ,irreversible, Reaction
cpd:C06672 ,cpd:C00230 ,irreversible, Reaction
cpd:C01424 ,cpd:C04434 ,irreversible, Reaction
cpd:C05616 ,cpd:C18345 ,irreversible, Reaction
cpd:C05616 ,cpd:C03671 ,irreversible, Reaction
cpd:C07301 ,cpd:C01983 ,irreversible, Reaction
cpd:C00025,ko:K04604,PCrel, Relation
cpd:C00025,ko:K04605,PCrel, Relation
cpd:C00025,ko:K05201 ko:K05202 ko:K05203 ko:K05204 ko:K05205,PCrel, Relation
cpd:C00025,ko:K05197 ko:K05198 ko:K05199 ko:K05200,PCrel, Relation
cpd:C00025,ko:K05208 ko:K05209 ko:K05210 ko:K05211 ko:K05212 ko:K05213 ko:K05214,PCrel, Relation
cpd:C00025,ko:K04603 ko:K04604,PCrel, Relation
cpd:C00025,ko:K04605,PCrel, Relation
cpd:C00025,ko:K04607,PCrel, Relation
cpd:C00025,ko:K04608,PCrel, Relation
ko:K04605,ko:K04630 ko:K04534 ko:K04536 ko:K04537 ko:K07825 ko:K04538 ko:K04539 ko:K07826 ko:K04540 ko:K04541 ko:K04542 ko:K04543 ko:K04544 ko:K04545 ko:K04546 ko:K04347 ko:K04547 ko:K04548 ko:K04549,PCrel, Relation
ko:K04630 ko:K04534 ko:K04536 ko:K04537 ko:K07825 ko:K04538 ko:K04539 ko:K07826 ko:K04540 ko:K04541 ko:K04542 ko:K04543 ko:K04544 ko:K04545 ko:K04546 ko:K04347 ko:K04547 ko:K04548 ko:K04549,ko:K04997,PCrel, Relation
ko:K08041 ko:K08042 ko:K08043 ko:K08044 ko:K08045 ko:K08046 ko:K08047 ko:K08048 ko:K08049,cpd:C00575,PCrel, Relation
cpd:C00575,ko:K04345,PCrel, Relation
ko:K04605,ko:K00910,PCrel, Relation
ko:K04603 ko:K04604,ko:K05208 ko:K05209 ko:K05210 ko:K05211 ko:K05212 ko:K05213 ko:K05214,PCrel, Relation
ko:K04603 ko:K04604,ko:K04964,PCrel, Relation
ko:K04348 ko:K06268,ko:K04603 ko:K04604,PCrel, Relation
ko:K04603 ko:K04604,ko:K04634,PCrel, Relation
ko:K04634,ko:K05858,PCrel, Relation
ko:K05858,cpd:C01245,PCrel, Relation
cpd:C01245,ko:K04958 ko:K04959 ko:K04960,PCrel, Relation
ko:K05858,cpd:C00165,PCrel, Relation
cpd:C00165,ko:K02677,PCrel, Relation
cpd:C00076,ko:K02677,PCrel, Relation
ko:K02677,ko:K16342,PCrel, Relation
ko:K02677,ko:K01115,PCrel, Relation
ko:K02677,ko:K04371,PCrel, Relation
ko:K04603 ko:K04604,ko:K04632,PCrel, Relation
ko:K04632,ko:K08041 ko:K08042 ko:K08043 ko:K08044 ko:K08045 ko:K08046 ko:K08047 ko:K08048 ko:K08049,PCrel, Relation
ko:K08041 ko:K08042 ko:K08043 ko:K08044 ko:K08045 ko:K08046 ko:K08047 ko:K08048 ko:K08049,cpd:C00064,PCrel, Relation
cpd:C00064,ko:K04345,PCrel, Relation
ko:K04605,ko:K04630 ko:K04534,PCrel, Relation
ko:K04607,ko:K04630 ko:K04534,PCrel, Relation
ko:K04608,ko:K04630 ko:K04534,PCrel, Relation
ko:K04630 ko:K04534 ko:K04536 ko:K04537 ko:K07825 ko:K04538 ko:K04539 ko:K07826 ko:K04540 ko:K04541 ko:K04542 ko:K04543 ko:K04544 ko:K04545 ko:K04546 ko:K04347 ko:K04547 ko:K04548 ko:K04549,ko:K08041 ko:K08042 ko:K08043 ko:K08044 ko:K08045 ko:K08046 ko:K08047 ko:K08048 ko:K08049,PCrel, Relation
ko:K04630 ko:K04534 ko:K04536 ko:K04537 ko:K07825 ko:K04538 ko:K04539 ko:K07826 ko:K04540 ko:K04541 ko:K04542 ko:K04543 ko:K04544 ko:K04545 ko:K04546 ko:K04347 ko:K04547 ko:K04548 ko:K04549,ko:K04344,PCrel, Relation
ko:K04997,ko:K04344,PCrel, Relation
ko:K04630 ko:K04534,ko:K08041 ko:K08042 ko:K08043 ko:K08044 ko:K08045 ko:K08046 ko:K08047 ko:K08048 ko:K08049,PCrel, Relation
ko:K05208 ko:K05209 ko:K05210 ko:K05211 ko:K05212 ko:K05213 ko:K05214,ko:K11828,PCrel, Relation
ko:K11828,ko:K15008,PCrel, Relation
ko:K15008,ko:K15009,PCrel, Relation
ko:K15009,ko:K15010,PCrel, Relation
ko:K15010,ko:K15010,PCrel, Relation
ko:K15010,ko:K04603 ko:K04604,PCrel, Relation
ko:K04603 ko:K04604,ko:K15010,PCrel, Relation
ko:K15010,ko:K15010,PCrel, Relation
ko:K15010,ko:K04958 ko:K04959 ko:K04960,PCrel, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ko:K11540 ko:K11541 ko:K00609 ko:K00610 ko:K00608,ECrel, Relation
ko:K11540 ko:K11541 ko:K00609 ko:K00610 ko:K00608,ko:K11540 ko:K01465,ECrel, Relation
ko:K11540 ko:K01465,ko:K17828 ko:K02823,ECrel, Relation
ko:K11540 ko:K01465,ko:K00226,ECrel, Relation
ko:K11540 ko:K01465,ko:K00254,ECrel, Relation
ko:K17828 ko:K02823,ko:K13421 ko:K00762,ECrel, Relation
ko:K00226,ko:K13421 ko:K00762,ECrel, Relation
ko:K13421 ko:K00762,ko:K00254,ECrel, Relation
ko:K13421 ko:K00762,ko:K13421 ko:K01591,ECrel, Relation
ko:K13421 ko:K01591,ko:K04765,ECrel, Relation
ko:K13421 ko:K01591,ko:K04765,ECrel, Relation
ko:K00876,ko:K13421 ko:K01591,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K13421 ko:K01591,ECrel, Relation
ko:K00761 ko:K02825,ko:K13421 ko:K01591,ECrel, Relation
ko:K13421 ko:K01591,ko:K01519,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K13421 ko:K01591,ECrel, Relation
ko:K01511 ko:K12304 ko:K12305,ko:K13421 ko:K01591,ECrel, Relation
ko:K09903,ko:K13421 ko:K01591,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K13421 ko:K01591,ECrel, Relation
ko:K00876,ko:K04765,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K04765,ECrel, Relation
ko:K00761 ko:K02825,ko:K04765,ECrel, Relation
ko:K04765,ko:K01519,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K04765,ECrel, Relation
ko:K01511 ko:K12304 ko:K12305,ko:K04765,ECrel, Relation
ko:K09903,ko:K04765,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K04765,ECrel, Relation
ko:K00876,ko:K04765,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K04765,ECrel, Relation
ko:K00761 ko:K02825,ko:K04765,ECrel, Relation
ko:K04765,ko:K01519,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K04765,ECrel, Relation
ko:K01511 ko:K12304 ko:K12305,ko:K04765,ECrel, Relation
ko:K09903,ko:K04765,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K04765,ECrel, Relation
ko:K00761 ko:K02825,ko:K00876,ECrel, Relation
ko:K00876,ko:K01519,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00876,ECrel, Relation
ko:K01511 ko:K12304 ko:K12305,ko:K00876,ECrel, Relation
ko:K09903,ko:K00876,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K00876,ECrel, Relation
ko:K00761 ko:K02825,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01519,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K01511 ko:K12304 ko:K12305,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K09903,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K00761 ko:K02825,ko:K01519,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00761 ko:K02825,ECrel, Relation
ko:K01511 ko:K12304 ko:K12305,ko:K00761 ko:K02825,ECrel, Relation
ko:K09903,ko:K00761 ko:K02825,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K00761 ko:K02825,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01519,ECrel, Relation
ko:K01511 ko:K12304 ko:K12305,ko:K01519,ECrel, Relation
ko:K09903,ko:K01519,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K01519,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00940 ko:K18533,ko:K13800 ko:K13809 ko:K00945 ko:K13799,ECrel, Relation
ko:K00962,ko:K13800 ko:K13809 ko:K00945 ko:K13799,ECrel, Relation
ko:K09903,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K09903,ko:K00940 ko:K18533,ECrel, Relation
ko:K09903,ko:K00962,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01511 ko:K12304 ko:K12305,ECrel, Relation
ko:K00940 ko:K18533,ko:K01511 ko:K12304 ko:K12305,ECrel, Relation
ko:K00962,ko:K01511 ko:K12304 ko:K12305,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00940 ko:K18533,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00962,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00962,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00962,ko:K00940 ko:K18533,ECrel, Relation
ko:K00940 ko:K18533,ko:K01518,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01518,ECrel, Relation
ko:K01519,ko:K01518,ECrel, Relation
ko:K01937,ko:K01518,ECrel, Relation
ko:K01494,ko:K01518,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K01518,ECrel, Relation
ko:K00527,ko:K01518,ECrel, Relation
ko:K00940 ko:K18533,ko:K01519,ECrel, Relation
ko:K00940 ko:K18533,ko:K01937,ECrel, Relation
ko:K00940 ko:K18533,ko:K01494,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K00940 ko:K18533,ECrel, Relation
ko:K00940 ko:K18533,ko:K00527,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01519,ECrel, Relation
ko:K01937,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K01494,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00527,ECrel, Relation
ko:K01937,ko:K01519,ECrel, Relation
ko:K01494,ko:K01519,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K01519,ECrel, Relation
ko:K00527,ko:K01519,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K01937,ECrel, Relation
ko:K01937,ko:K00527,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K01494,ECrel, Relation
ko:K01494,ko:K00527,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K00527,ECrel, Relation
ko:K00962,ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ECrel, Relation
ko:K00962,ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K00962,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K00962,ECrel, Relation
ko:K01494,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K01494,ko:K00940 ko:K18533,ECrel, Relation
ko:K01494,ko:K00527,ECrel, Relation
ko:K01494,ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ECrel, Relation
ko:K01937,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K01937,ko:K00940 ko:K18533,ECrel, Relation
ko:K01937,ko:K00527,ECrel, Relation
ko:K01937,ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00527,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00940 ko:K18533,ko:K00527,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K00940 ko:K18533,ECrel, Relation
ko:K03040 ko:K03043 ko:K03046 ko:K13797 ko:K03048 ko:K03060 ko:K03042 ko:K03041 ko:K03044 ko:K03045 ko:K13798 ko:K03053 ko:K03055 ko:K03058 ko:K03047 ko:K03049 ko:K03050 ko:K03056 ko:K03059 ko:K03051 ko:K03052 ko:K03054 ko:K02999 ko:K03002 ko:K03000 ko:K03001 ko:K03003 ko:K03004 ko:K03005 ko:K03006 ko:K03010 ko:K03011 ko:K03012 ko:K03013 ko:K03014 ko:K03015 ko:K03016 ko:K03017 ko:K03007 ko:K03008 ko:K03009 ko:K03018 ko:K03021 ko:K03023 ko:K03026 ko:K03027 ko:K03019 ko:K03020 ko:K03022 ko:K03024 ko:K03025 ko:K14721,ko:K00527,ECrel, Relation
ko:K00962,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00524 ko:K00525 ko:K00526 ko:K10807 ko:K10808,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K13800 ko:K13809 ko:K00945 ko:K13799,ECrel, Relation
ko:K00962,ko:K00940 ko:K18533,ECrel, Relation
ko:K00940 ko:K18533,ko:K00524 ko:K00525 ko:K00526 ko:K10807 ko:K10808,ECrel, Relation
ko:K00940 ko:K18533,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00940 ko:K18533,ko:K13800 ko:K13809 ko:K00945 ko:K13799,ECrel, Relation
ko:K00962,ko:K00524 ko:K00525 ko:K00526 ko:K10807 ko:K10808,ECrel, Relation
ko:K00962,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00962,ko:K13800 ko:K13809 ko:K00945 ko:K13799,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00524 ko:K00525 ko:K00526 ko:K10807 ko:K10808,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K00524 ko:K00525 ko:K00526 ko:K10807 ko:K10808,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K00876,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K04765,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00876,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K04765,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K04765,ECrel, Relation
